The results presented in the following table A are from the article entitled "Nuclear landscape in a mapped collective Hamiltonian from covariant density functional theory", published by Y. L. Yang, Y. K. Wang, P. W. Zhao, and Z. P. Li in Physical Review C.

Table A: The ground-state properties of nuclei calculated by the triaxial relativistic Hartree-Bogoliubov (RHB) theory using the density functional PC-PK1 with the dynamical correlation energies being considered by a microscopically mapped five-dimensional collective Hamiltonian. The hash symbols “####” indicate that the related separation energies cannot be derived from this database.  
                               																	
The explanation of entries in Table A are listed below:																	
Elt.		Element symbol															
Z		Proton number															
N		Neutron number															
beta		Quadrupole deformation															
gamma		Triaxial deformation (degree)															
B_RHB		Binding energy without dynamical correlation energies (MeV)															
B_5DCH		Binding energy with dynamical correlation energies (MeV)															
E_corr		Dynamical correlation energies (MeV)															
S_2n		Two-neutron separation energies with dynamical correlation energies (MeV)															
S_2p		Two-proton separation energies with dynamical correlation energies (MeV)															
lamb_n		Neutron Fermi surface (MeV)															
lamb_p		Proton Fermi surface (MeV)															
R_m		Matter root-mean-square radius (fm)															
R_n		Neutron root-mean-square radius (fm)															
R_p		Proton root-mean-square radius (fm)															
R_c		Charge radius (fm)

References
----------
[1] Y. L. Yang, Y. K. Wang, P. W. Zhao, and Z. P. Li, Physical Review C 104, 054312 (2021)	
[2] Y. L. Yang, P. W. Zhao, and Z. P. Li, Physical Review C 107, 024308 (2023)			

PS: The following results can be copied to Excel or text files. We are going to provide a Fortran format in the future.																				
	46	72	0.00 	0	990.39 	993.62 	3.23 	12.25 	24.94 	-6.10 	-12.07 	4.721 	4.839 	4.528 	4.599 		
	46	74	0.08 	0	1002.23 	1005.28 	3.05 	11.66 	26.53 	-5.87 	-12.86 	4.753 	4.877 	4.547 	4.617 		
	46	76	0.09 	0	1013.66 	1016.10 	2.44 	10.82 	28.15 	-5.53 	-13.62 	4.785 	4.914 	4.563 	4.633 		
	46	78	0.08 	0	1024.34 	1026.19 	1.85 	10.09 	29.76 	-5.13 	-14.40 	4.813 	4.946 	4.578 	4.647 		
	46	80	0.00 	0	1034.36 	1035.77 	1.41 	9.58 	31.26 	-4.94 	-15.20 	4.837 	4.974 	4.589 	4.658 		
	46	82	0.00 	0	1044.04 	1044.04 	0.00 	8.27 	32.97 	-3.43 	-15.98 	4.864 	5.004 	4.604 	4.673 		
	46	84	0.00 	0	1048.07 	1049.67 	1.60 	5.63 	33.39 	-2.06 	-16.28 	4.910 	5.062 	4.618 	4.687 		
	46	86	0.08 	0	1051.97 	1054.14 	2.17 	4.47 	33.93 	-2.09 	-16.56 	4.959 	5.123 	4.638 	4.706 		
	46	88	0.15 	0	1056.14 	1058.56 	2.42 	4.42 	34.59 	-2.12 	-16.86 	5.012 	5.183 	4.667 	4.735 		
	46	90	0.17 	0	1060.17 	1062.77 	2.60 	4.21 	35.29 	-2.00 	-17.24 	5.060 	5.238 	4.692 	4.760 		
	46	92	0.18 	0	1063.93 	1066.78 	2.85 	4.01 	36.02 	-1.86 	-17.63 	5.104 	5.288 	4.714 	4.781 		
	46	94	0.18 	0	1067.43 	1070.53 	3.10 	3.75 	36.75 	-1.73 	-18.02 	5.146 	5.336 	4.734 	4.801 		
	46	96	0.17 	0	1070.68 	1074.03 	3.35 	3.50 	37.48 	-1.61 	-18.41 	5.186 	5.382 	4.751 	4.818 		
	46	98	0.16 	0	1073.71 	1077.29 	3.58 	3.26 	38.20 	-1.51 	-18.77 	5.225 	5.426 	4.767 	4.833 		
	46	100	0.14 	0	1076.58 	1080.30 	3.72 	3.01 	38.91 	-1.44 	-19.10 	5.261 	5.468 	4.780 	4.847 		
	46	102	0.13 	60	1079.47 	1083.06 	3.59 	2.76 	39.64 	-1.43 	-19.28 	5.299 	5.512 	4.794 	4.861 		
	46	104	0.08 	60	1082.07 	1085.58 	3.51 	2.52 	40.38 	-1.39 	-19.64 	5.332 	5.549 	4.805 	4.871 		
	46	106	0.00 	0	1084.82 	1087.88 	3.06 	2.30 	41.13 	-1.43 	-19.97 	5.366 	5.587 	4.816 	4.882 		
	46	108	0.00 	0	1087.56 	1089.93 	2.37 	2.05 	41.86 	-1.32 	-20.32 	5.402 	5.627 	4.834 	4.900 		
	46	110	0.00 	0	1090.03 	1091.70 	1.67 	1.77 	42.59 	-1.14 	-20.67 	5.438 	5.665 	4.853 	4.918 		
	46	112	0.00 	0	1092.01 	1093.21 	1.20 	1.51 	43.31 	-0.79 	-21.03 	5.472 	5.701 	4.872 	4.937 		
	46	114	0.00 	0	1093.15 	1094.51 	1.36 	1.30 	####	-0.42 	-21.47 	5.505 	5.733 	4.892 	4.957 		
	46	116	0.00 	0	1093.74 	1095.49 	1.75 	0.98 	####	-0.21 	-21.92 	5.536 	5.765 	4.914 	4.979 		
	46	118	0.00 	0	1093.98 	1096.10 	2.12 	0.61 	####	-0.06 	-22.36 	5.568 	5.796 	4.935 	5.000 		
Cd	48	46	0.11 	0	761.25 	####	####	####	####	-15.98 	-0.18 	4.315 	4.262 	4.366 	4.438 		
	48	48	0.11 	0	792.57 	793.61 	1.04 	####	3.81 	-14.93 	-1.31 	4.327 	4.292 	4.362 	4.434 		
	48	50	0.00 	0	822.77 	822.77 	0.00 	29.16 	6.84 	-13.54 	-2.91 	4.332 	4.313 	4.351 	4.424 		
	48	52	0.00 	0	842.73 	845.32 	2.59 	22.55 	7.86 	-9.96 	-3.72 	4.373 	4.372 	4.374 	4.447 		
	48	54	0.14 	0	863.16 	865.72 	2.56 	20.40 	9.16 	-10.22 	-3.96 	4.426 	4.439 	4.410 	4.482 		
	48	56	0.17 	0	883.18 	885.84 	2.66 	20.12 	10.59 	-9.82 	-4.52 	4.468 	4.495 	4.437 	4.508 		
	48	58	0.17 	0	902.25 	904.98 	2.73 	19.14 	12.13 	-9.34 	-5.28 	4.506 	4.545 	4.458 	4.529 		
	48	60	0.17 	0	920.37 	923.42 	3.05 	18.44 	14.12 	-8.85 	-6.08 	4.542 	4.592 	4.478 	4.549 		
	48	62	0.16 	0	937.47 	940.75 	3.28 	17.33 	15.18 	-8.38 	-6.89 	4.575 	4.636 	4.494 	4.565 		
	48	64	0.14 	0	953.77 	957.28 	3.51 	16.53 	16.54 	-8.03 	-7.78 	4.605 	4.676 	4.508 	4.579 		
	48	66	0.08 	0	969.52 	973.06 	3.54 	15.78 	18.03 	-7.87 	-8.92 	4.631 	4.711 	4.518 	4.588 		
	48	68	0.00 	0	984.99 	988.12 	3.13 	15.06 	19.56 	-7.58 	-9.76 	4.660 	4.750 	4.531 	4.601 		
	48	70	0.00 	0	999.68 	1002.48 	2.80 	14.36 	21.11 	-7.21 	-10.45 	4.692 	4.790 	4.545 	4.615 		
	48	72	0.00 	0	1013.90 	1016.26 	2.36 	13.78 	22.64 	-6.86 	-11.18 	4.722 	4.828 	4.560 	4.629 		
	48	74	0.00 	0	1027.13 	1029.37 	2.24 	13.11 	24.09 	-6.55 	-11.95 	4.751 	4.863 	4.574 	4.643 		
	48	76	0.00 	0	1039.94 	1041.76 	1.82 	12.39 	25.66 	-6.27 	-12.72 	4.779 	4.897 	4.588 	4.657 		
	48	78	0.00 	0	1052.47 	1053.61 	1.14 	11.85 	27.42 	-6.00 	-13.50 	4.807 	4.929 	4.602 	4.671 		
	48	80	0.00 	0	1064.00 	1065.01 	1.01 	11.40 	29.24 	-5.72 	-14.29 	4.834 	4.960 	4.616 	4.685 		
	48	82	0.00 	0	1075.21 	1075.21 	0.00 	10.20 	31.17 	-3.98 	-15.07 	4.860 	4.989 	4.629 	4.698 		
	48	84	0.00 	0	1079.90 	1081.30 	1.40 	6.09 	31.63 	-2.37 	-15.39 	4.904 	5.046 	4.645 	4.714 		
	48	86	0.00 	0	1084.38 	1085.99 	1.61 	4.69 	31.85 	-2.28 	-15.71 	4.948 	5.101 	4.661 	4.729 		
	48	88	0.11 	0	1088.86 	1091.02 	2.16 	5.03 	32.46 	-2.38 	-15.82 	4.999 	5.161 	4.688 	4.755 		
	48	90	0.14 	0	1093.51 	1095.94 	2.43 	4.92 	33.17 	-2.34 	-16.01 	5.047 	5.215 	4.714 	4.782 		
	48	92	0.16 	0	1098.02 	1100.70 	2.68 	4.76 	33.92 	-2.25 	-16.30 	5.091 	5.266 	4.738 	4.806 		
	48	94	0.17 	0	1102.32 	1105.22 	2.90 	4.52 	34.69 	-2.13 	-16.65 	5.134 	5.314 	4.761 	4.827 		
	48	96	0.17 	0	1106.38 	1109.47 	3.09 	4.25 	35.44 	-2.00 	-17.03 	5.174 	5.359 	4.780 	4.847 		
	48	98	0.16 	0	1110.19 	1113.48 	3.29 	4.01 	36.19 	-1.89 	-17.43 	5.212 	5.403 	4.798 	4.864 		
	48	100	0.14 	0	1113.81 	1117.25 	3.44 	3.77 	36.95 	-1.80 	-17.85 	5.248 	5.444 	4.814 	4.880 		
	48	102	0.12 	0	1117.26 	1120.76 	3.50 	3.51 	37.70 	-1.74 	-18.28 	5.283 	5.484 	4.827 	4.893 		
	48	104	0.08 	0	1120.64 	1124.03 	3.39 	3.27 	38.45 	-1.74 	-18.76 	5.316 	5.523 	4.838 	4.904 		
	48	106	0.00 	0	1124.13 	1127.07 	2.94 	3.04 	39.19 	-1.77 	-19.21 	5.349 	5.561 	4.850 	4.916 		
	48	108	0.00 	0	1127.63 	1129.86 	2.23 	2.79 	39.93 	-1.66 	-19.56 	5.385 	5.600 	4.868 	4.934 		
	48	110	0.00 	0	1130.71 	1132.37 	1.66 	2.51 	40.67 	-1.49 	-19.90 	5.421 	5.638 	4.886 	4.951 		
	48	112	0.00 	0	1133.42 	1134.62 	1.20 	2.25 	41.41 	-1.20 	-20.26 	5.454 	5.674 	4.903 	4.968 		
	48	114	0.00 	0	1135.48 	1136.64 	1.16 	2.02 	42.13 	-0.88 	-20.70 	5.486 	5.706 	4.924 	4.988 		
	48	116	0.00 	0	1136.94 	1138.36 	1.42 	1.72 	42.87 	-0.67 	-21.16 	5.516 	5.736 	4.945 	5.009 		
	48	118	0.00 	0	1137.95 	1139.71 	1.76 	1.35 	43.61 	-0.50 	-21.63 	5.547 	5.766 	4.966 	5.030 		
	48	120	0.00 	0	1138.98 	1140.69 	1.71 	0.98 	####	-0.36 	-22.08 	5.577 	5.796 	4.987 	5.051 		
	48	122	0.00 	0	1139.54 	1141.29 	1.75 	0.60 	####	-0.20 	-22.52 	5.607 	5.826 	5.008 	5.072 		
	48	124	0.00 	0	1139.76 	1141.42 	1.66 	0.13 	####	-0.01 	-22.93 	5.638 	5.857 	5.028 	5.092 		
Sn	50	50	0.00 	0	827.72 	827.72 	0.00 	####	4.95 	-13.95 	-0.53 	4.350 	4.317 	4.385 	4.457 		
	50	52	0.00 	0	849.35 	851.39 	2.04 	23.67 	6.07 	-10.79 	-0.81 	4.391 	4.374 	4.409 	4.481 		
	50	54	0.00 	0	870.58 	872.52 	1.94 	21.13 	6.80 	-10.57 	-2.26 	4.430 	4.428 	4.432 	4.503 		
	50	56	0.00 	0	891.38 	893.78 	2.40 	21.26 	7.94 	-10.34 	-2.43 	4.467 	4.479 	4.454 	4.525 		
	50	58	0.00 	0	911.72 	914.20 	2.48 	20.42 	9.22 	-10.09 	-4.95 	4.503 	4.527 	4.475 	4.546 		
	50	60	0.00 	0	931.55 	933.98 	2.43 	19.78 	10.56 	-9.81 	-3.99 	4.537 	4.572 	4.494 	4.565 		
	50	62	0.00 	0	950.78 	952.96 	2.18 	18.98 	12.21 	-9.48 	-5.81 	4.570 	4.616 	4.513 	4.583 		
	50	64	0.00 	0	969.28 	971.16 	1.88 	18.20 	13.88 	-9.08 	-5.58 	4.602 	4.658 	4.530 	4.600 		
	50	66	0.00 	0	986.93 	988.52 	1.59 	17.36 	15.46 	-8.66 	-6.27 	4.634 	4.700 	4.546 	4.615 		
	50	68	0.00 	0	1003.75 	1005.13 	1.38 	16.61 	17.01 	-8.26 	-7.04 	4.665 	4.741 	4.560 	4.630 		
	50	70	0.00 	0	1019.85 	1021.06 	1.21 	15.93 	18.58 	-7.92 	-7.75 	4.695 	4.779 	4.574 	4.643 		
	50	72	0.00 	0	1035.33 	1036.33 	1.00 	15.27 	20.07 	-7.61 	-8.47 	4.724 	4.816 	4.587 	4.657 		
	50	74	0.00 	0	1050.23 	1050.86 	0.63 	14.53 	21.49 	-7.32 	-9.22 	4.751 	4.851 	4.601 	4.670 		
	50	76	0.00 	0	1064.59 	1064.59 	0.00 	13.73 	22.83 	-7.05 	-10.01 	4.779 	4.884 	4.614 	4.682 		
	50	78	0.00 	0	1078.54 	1078.54 	0.00 	13.95 	24.93 	-6.78 	-10.76 	4.805 	4.916 	4.627 	4.695 		
	50	80	0.00 	0	1091.89 	1091.89 	0.00 	13.35 	26.88 	-6.50 	-11.59 	4.830 	4.946 	4.640 	4.708 		
	50	82	0.00 	0	1104.54 	1104.54 	0.00 	12.65 	29.33 	-5.12 	-13.59 	4.855 	4.975 	4.652 	4.720 		
	50	84	0.00 	0	1109.85 	1110.55 	0.70 	6.01 	29.25 	-2.70 	-12.58 	4.899 	5.030 	4.669 	4.737 		
	50	86	0.00 	0	1115.01 	1115.75 	0.74 	5.20 	29.76 	-2.61 	-13.33 	4.941 	5.084 	4.686 	4.754 		
	50	88	0.00 	0	1120.03 	1121.31 	1.28 	5.56 	30.29 	-2.55 	-13.70 	4.983 	5.135 	4.704 	4.772 		
	50	90	0.00 	0	1124.94 	1126.83 	1.89 	5.52 	30.89 	-2.49 	-14.12 	5.025 	5.185 	4.724 	4.791 		
	50	92	0.00 	0	1129.79 	1132.24 	2.45 	5.41 	31.54 	-2.46 	-14.95 	5.066 	5.233 	4.744 	4.811 		
	50	94	0.07 	0	1134.62 	1137.45 	2.83 	5.21 	32.23 	-2.43 	-15.04 	5.109 	5.282 	4.767 	4.834 		
	50	96	0.08 	60	1139.39 	1142.45 	3.06 	5.00 	32.98 	-2.41 	-15.49 	5.150 	5.329 	4.789 	4.855 		
	50	98	0.09 	60	1144.09 	1147.23 	3.14 	4.78 	33.75 	-2.35 	-16.03 	5.190 	5.373 	4.809 	4.875 		
	50	100	0.08 	60	1148.66 	1151.79 	3.13 	4.56 	34.54 	-2.28 	-16.35 	5.226 	5.415 	4.828 	4.893 		
	50	102	0.00 	0	1153.13 	1156.09 	2.96 	4.30 	35.33 	-2.27 	-16.61 	5.261 	5.453 	4.844 	4.909 		
	50	104	0.00 	0	1157.56 	1160.14 	2.58 	4.05 	36.11 	-2.20 	-17.02 	5.297 	5.494 	4.862 	4.928 		
	50	106	0.00 	0	1161.85 	1163.95 	2.10 	3.81 	36.88 	-2.11 	-17.41 	5.333 	5.534 	4.880 	4.945 		
	50	108	0.00 	0	1165.95 	1167.51 	1.56 	3.56 	37.65 	-2.00 	-17.79 	5.368 	5.573 	4.897 	4.962 		
	50	110	0.00 	0	1169.77 	1170.81 	1.04 	3.30 	38.44 	-1.83 	-18.20 	5.403 	5.611 	4.914 	4.978 		
	50	112	0.00 	0	1173.19 	1173.89 	0.70 	3.08 	39.27 	-1.59 	-18.66 	5.436 	5.647 	4.931 	4.995 		
	50	114	0.00 	0	1176.09 	1176.74 	0.65 	2.85 	40.10 	-1.33 	-19.07 	5.467 	5.679 	4.950 	5.014 		
	50	116	0.00 	0	1178.53 	1179.27 	0.74 	2.53 	40.91 	-1.13 	-19.58 	5.496 	5.708 	4.970 	5.034 		
	50	118	0.00 	0	1180.61 	1181.41 	0.80 	2.14 	41.70 	-0.96 	-20.10 	5.526 	5.737 	4.990 	5.054 		
	50	120	0.00 	0	1182.38 	1183.17 	0.79 	1.76 	42.48 	-0.80 	-20.62 	5.555 	5.766 	5.011 	5.075 		
	50	122	0.00 	0	1183.84 	1184.59 	0.75 	1.42 	43.30 	-0.64 	-21.14 	5.583 	5.794 	5.032 	5.095 		
	50	124	0.00 	0	1184.97 	1185.53 	0.56 	0.94 	44.11 	-0.44 	-21.65 	5.612 	5.822 	5.054 	5.117 		
	50	126	0.00 	0	1185.52 	1185.97 	0.45 	0.44 	####	-0.01 	-22.13 	5.642 	5.852 	5.074 	5.137 		
Te	52	56	0.18 	0	894.00 	####	####	####	####	-11.20 	-1.02 	4.524 	4.518 	4.531 	4.601 		
	52	58	0.19 	0	915.74 	919.15 	3.41 	####	4.95 	-10.68 	-1.91 	4.557 	4.565 	4.548 	4.618 		
	52	60	0.19 	0	936.63 	940.41 	3.78 	21.26 	6.43 	-10.28 	-2.75 	4.589 	4.610 	4.565 	4.635 		
	52	62	0.16 	60	956.76 	960.92 	4.16 	20.51 	7.96 	-10.22 	-3.08 	4.622 	4.653 	4.584 	4.653 		
	52	64	0.17 	60	976.77 	980.67 	3.90 	19.75 	9.51 	-9.82 	-3.93 	4.652 	4.694 	4.600 	4.669 		
	52	66	0.17 	60	995.94 	999.59 	3.65 	18.92 	11.07 	-9.35 	-4.75 	4.681 	4.733 	4.615 	4.683 		
	52	68	0.16 	60	1014.13 	1017.75 	3.62 	18.16 	12.62 	-8.90 	-5.41 	4.707 	4.769 	4.626 	4.695 		
	52	70	0.14 	60	1031.55 	1035.12 	3.57 	17.37 	14.06 	-8.57 	-5.96 	4.732 	4.801 	4.636 	4.705 		
	52	72	0.14 	9	1048.09 	1051.83 	3.74 	16.71 	15.50 	-8.33 	-6.88 	4.758 	4.836 	4.648 	4.716 		
	52	74	0.10 	60	1064.50 	1067.80 	3.30 	15.97 	16.94 	-7.96 	-7.04 	4.780 	4.865 	4.656 	4.724 		
	52	76	0.08 	0	1080.28 	1082.97 	2.69 	15.17 	18.38 	-7.77 	-7.76 	4.805 	4.897 	4.667 	4.735 		
	52	78	0.04 	0	1095.57 	1095.57 	0.00 	12.60 	17.03 	-7.54 	-8.24 	4.827 	4.926 	4.676 	4.744 		
	52	80	0.00 	0	1110.50 	1111.83 	1.33 	16.26 	19.94 	-7.32 	-8.92 	4.851 	4.954 	4.687 	4.754 		
	52	82	0.00 	0	1124.96 	1124.96 	0.00 	13.13 	20.42 	-5.38 	-9.74 	4.874 	4.983 	4.698 	4.766 		
	52	84	0.00 	0	1131.17 	1133.34 	2.17 	8.38 	22.79 	-3.15 	-10.21 	4.916 	5.036 	4.717 	4.784 		
	52	86	0.13 	0	1138.13 	1140.53 	2.40 	7.19 	24.78 	-3.67 	-11.56 	4.970 	5.098 	4.752 	4.818 		
	52	88	0.16 	0	1145.18 	1147.64 	2.46 	7.11 	26.33 	-3.44 	-12.42 	5.015 	5.150 	4.777 	4.844 		
	52	90	0.17 	0	1151.67 	1154.31 	2.64 	6.67 	27.48 	-3.19 	-13.08 	5.057 	5.199 	4.800 	4.866 		
	52	92	0.18 	0	1157.78 	1160.70 	2.92 	6.39 	28.46 	-3.03 	-13.65 	5.098 	5.247 	4.822 	4.888 		
	52	94	0.19 	0	1163.63 	1166.85 	3.22 	6.15 	29.40 	-2.90 	-14.18 	5.138 	5.293 	4.845 	4.910 		
	52	96	0.21 	0	1169.23 	1172.76 	3.53 	5.91 	30.31 	-2.79 	-14.71 	5.180 	5.340 	4.871 	4.936 		
	52	98	0.26 	0	1174.75 	1178.44 	3.69 	5.68 	31.21 	-2.76 	-15.19 	5.234 	5.397 	4.913 	4.977 		
	52	100	0.19 	60	1180.25 	1183.85 	3.60 	5.41 	32.06 	-2.71 	-15.32 	5.251 	5.424 	4.903 	4.967 		
	52	102	0.19 	60	1185.46 	1188.99 	3.53 	5.14 	32.90 	-2.55 	-15.79 	5.286 	5.462 	4.921 	4.986 		
	52	104	0.18 	60	1190.37 	1193.84 	3.47 	4.85 	33.70 	-2.40 	-16.20 	5.318 	5.498 	4.938 	5.002 		
	52	106	0.17 	60	1195.02 	1198.43 	3.41 	4.59 	34.48 	-2.28 	-16.56 	5.349 	5.533 	4.953 	5.017 		
	52	108	0.15 	60	1199.43 	1202.79 	3.36 	4.36 	35.28 	-2.17 	-16.88 	5.379 	5.567 	4.967 	5.031 		
	52	110	0.12 	60	1203.62 	1206.94 	3.32 	4.15 	36.13 	-2.09 	-17.07 	5.408 	5.599 	4.977 	5.041 		
	52	112	0.00 	0	1207.87 	1210.87 	3.00 	3.93 	36.98 	-2.07 	-16.88 	5.435 	5.634 	4.979 	5.043 		
	52	114	0.00 	0	1211.81 	1214.56 	2.75 	3.69 	37.82 	-1.87 	-17.38 	5.465 	5.666 	4.997 	5.060 		
	52	116	0.00 	0	1215.38 	1217.96 	2.58 	3.40 	38.69 	-1.69 	-17.92 	5.495 	5.696 	5.016 	5.079 		
	52	118	0.00 	0	1218.61 	1220.97 	2.36 	3.01 	39.56 	-1.53 	-18.47 	5.523 	5.725 	5.035 	5.098 		
	52	120	0.00 	0	1221.55 	1223.57 	2.02 	2.60 	40.40 	-1.38 	-19.04 	5.551 	5.753 	5.055 	5.118 		
	52	122	0.00 	0	1224.21 	1225.77 	1.56 	2.20 	41.18 	-1.22 	-19.61 	5.579 	5.780 	5.075 	5.138 		
	52	124	0.00 	0	1226.34 	1227.56 	1.22 	1.79 	42.03 	-1.02 	-20.19 	5.606 	5.806 	5.095 	5.158 		
	52	126	0.00 	0	1228.35 	1228.35 	0.00 	0.79 	42.38 	-0.32 	-20.82 	5.630 	5.828 	5.117 	5.179 		
Xe	54	58	0.22 	0	918.17 	####	####	####	####	-11.60 	-0.75 	4.602 	4.593 	4.611 	4.680 		
	54	60	0.24 	14	941.02 	944.90 	3.88 	####	4.49 	-11.24 	-1.56 	4.635 	4.641 	4.629 	4.698 		
	54	62	0.25 	14	963.04 	967.06 	4.02 	22.16 	6.14 	-10.80 	-2.46 	4.668 	4.687 	4.646 	4.714 		
	54	64	0.28 	8	984.18 	988.34 	4.16 	21.28 	7.67 	-10.40 	-3.38 	4.706 	4.737 	4.670 	4.738 		
	54	66	0.32 	0	1004.59 	1008.60 	4.01 	20.26 	9.01 	-10.01 	-4.16 	4.749 	4.789 	4.700 	4.768 		
	54	68	0.32 	0	1024.04 	1028.03 	3.99 	19.43 	10.28 	-9.37 	-4.85 	4.783 	4.832 	4.721 	4.788 		
	54	70	0.21 	27	1042.70 	1046.70 	4.00 	18.67 	11.58 	-9.25 	-5.12 	4.770 	4.827 	4.694 	4.762 		
	54	72	0.19 	20	1060.87 	1064.62 	3.75 	17.92 	12.79 	-8.92 	-5.77 	4.791 	4.857 	4.703 	4.770 		
	54	74	0.17 	15	1078.35 	1081.77 	3.42 	17.15 	13.97 	-8.57 	-6.37 	4.812 	4.885 	4.711 	4.778 		
	54	76	0.14 	0	1095.18 	1098.33 	3.15 	16.56 	15.36 	-8.29 	-6.89 	4.833 	4.913 	4.718 	4.785 		
	54	78	0.11 	0	1111.48 	1114.00 	2.52 	15.67 	18.43 	-8.04 	-7.45 	4.853 	4.940 	4.725 	4.792 		
	54	80	0.00 	0	1127.47 	1129.44 	1.97 	15.44 	17.61 	-8.12 	-8.01 	4.870 	4.962 	4.730 	4.798 		
	54	82	0.00 	0	1143.53 	1143.53 	0.00 	14.09 	18.57 	-6.31 	-8.80 	4.893 	4.990 	4.741 	4.808 		
	54	84	0.09 	0	1150.86 	1153.63 	2.77 	10.10 	20.29 	-4.28 	-9.39 	4.940 	5.047 	4.768 	4.835 		
	54	86	0.15 	0	1159.71 	1162.37 	2.66 	8.74 	21.84 	-4.48 	-10.08 	4.988 	5.103 	4.799 	4.865 		
	54	88	0.18 	0	1168.37 	1170.90 	2.53 	8.53 	23.26 	-4.20 	-10.86 	5.032 	5.155 	4.826 	4.892 		
	54	90	0.20 	0	1176.29 	1178.96 	2.67 	8.06 	24.65 	-3.86 	-11.58 	5.073 	5.203 	4.849 	4.915 		
	54	92	0.21 	0	1183.72 	1186.68 	2.96 	7.72 	25.98 	-3.66 	-12.25 	5.113 	5.249 	4.872 	4.937 		
	54	94	0.22 	0	1190.81 	1194.01 	3.20 	7.33 	27.16 	-3.49 	-12.88 	5.153 	5.295 	4.895 	4.960 		
	54	96	0.24 	0	1197.59 	1200.96 	3.37 	6.95 	28.20 	-3.35 	-13.48 	5.192 	5.340 	4.919 	4.983 		
	54	98	0.26 	0	1204.11 	1207.57 	3.46 	6.61 	29.13 	-3.22 	-14.03 	5.234 	5.386 	4.945 	5.010 		
	54	100	0.29 	0	1210.36 	1213.87 	3.51 	6.30 	30.02 	-3.06 	-14.51 	5.277 	5.433 	4.974 	5.038 		
	54	102	0.29 	0	1216.25 	1219.84 	3.59 	5.97 	30.85 	-2.87 	-14.94 	5.314 	5.474 	4.997 	5.061 		
	54	104	0.29 	0	1221.77 	1225.51 	3.74 	5.67 	31.67 	-2.71 	-15.35 	5.345 	5.510 	5.012 	5.076 		
	54	106	0.27 	0	1226.99 	1230.89 	3.90 	5.38 	32.46 	-2.61 	-15.70 	5.363 	5.535 	5.010 	5.073 		
	54	108	0.19 	60	1232.18 	1236.00 	3.82 	5.11 	33.21 	-2.52 	-15.80 	5.387 	5.562 	5.017 	5.080 		
	54	110	0.17 	60	1237.07 	1240.87 	3.80 	4.87 	33.93 	-2.39 	-16.17 	5.415 	5.594 	5.030 	5.094 		
	54	112	0.15 	60	1241.71 	1245.50 	3.79 	4.63 	34.63 	-2.29 	-16.51 	5.442 	5.624 	5.042 	5.106 		
	54	114	0.13 	25	1246.23 	1249.92 	3.69 	4.42 	35.36 	-2.27 	-16.99 	5.471 	5.657 	5.055 	5.118 		
	54	116	0.11 	0	1250.74 	1254.10 	3.36 	4.18 	36.14 	-2.23 	-17.32 	5.498 	5.687 	5.066 	5.128 		
	54	118	0.09 	0	1255.06 	1257.97 	2.91 	3.87 	37.00 	-2.07 	-17.75 	5.525 	5.718 	5.080 	5.143 		
	54	120	0.08 	0	1259.04 	1261.46 	2.42 	3.49 	37.89 	-1.87 	-18.24 	5.552 	5.745 	5.096 	5.159 		
	54	122	0.05 	0	1262.63 	1264.58 	1.95 	3.12 	38.81 	-1.71 	-18.75 	5.576 	5.770 	5.113 	5.175 		
	54	124	0.00 	0	1266.06 	1267.35 	1.29 	2.77 	39.79 	-1.61 	-19.30 	5.600 	5.793 	5.130 	5.192 		
	54	126	0.00 	0	1269.15 	1269.40 	0.25 	2.05 	41.05 	-0.80 	-19.90 	5.625 	5.817 	5.150 	5.212 		
Ba	56	60	0.41 	0	944.11 	####	####	####	####	-12.45 	-1.23 	4.726 	4.713 	4.740 	4.807 		
	56	62	0.40 	0	967.42 	971.36 	3.94 	####	4.30 	-11.49 	-1.97 	4.751 	4.751 	4.751 	4.818 		
	56	64	0.36 	0	990.02 	994.03 	4.01 	22.67 	5.69 	-11.16 	-2.56 	4.760 	4.773 	4.745 	4.812 		
	56	66	0.34 	0	1011.89 	1015.64 	3.75 	21.61 	7.04 	-10.68 	-3.16 	4.780 	4.805 	4.751 	4.818 		
	56	68	0.33 	0	1032.61 	1036.18 	3.57 	20.54 	8.15 	-10.03 	-3.73 	4.802 	4.838 	4.759 	4.825 		
	56	70	0.27 	0	1052.10 	1056.00 	3.90 	19.82 	9.30 	-9.67 	-4.19 	4.805 	4.850 	4.747 	4.814 		
	56	72	0.22 	0	1071.24 	1075.08 	3.84 	19.08 	10.46 	-9.47 	-4.62 	4.819 	4.871 	4.750 	4.817 		
	56	74	0.19 	12	1089.85 	1093.45 	3.60 	18.37 	11.68 	-9.13 	-5.20 	4.838 	4.899 	4.757 	4.824 		
	56	76	0.16 	0	1107.77 	1111.16 	3.39 	17.71 	12.83 	-8.85 	-5.74 	4.856 	4.923 	4.762 	4.829 		
	56	78	0.12 	0	1125.27 	1127.74 	2.47 	16.58 	13.74 	-8.67 	-6.33 	4.874 	4.949 	4.767 	4.834 		
	56	80	0.08 	0	1142.46 	1143.58 	1.12 	15.84 	14.14 	-8.44 	-6.98 	4.893 	4.975 	4.774 	4.841 		
	56	82	0.00 	0	1160.21 	1160.21 	0.00 	16.63 	16.68 	-6.73 	-7.83 	4.911 	4.998 	4.780 	4.847 		
